MTFCC,OID,RTTYP,SUFQUAL,SUFQUALABRV,SUFTYP,SUFTYPEABRV,BASENAME,NAME
R1011,110444043721,,,,,,Sirt,Sirt
R1011,1107080670020,,,,,,Sirt,Sirt
R1011,1107080677069,,,,,,Sirt,Sirt
R1011,110444043718,,,,,,Sirt,Sirt
R1011,1107080677070,,,,,,Sirt,Sirt
R1011,1106243103557,,,,,,Sirt,Sirt
R1011,1106243082806,,,,,,Sirt,Sirt
R1011,1106243103552,,,,,,Sirt,Sirt
R1011,1106243103555,,,,,,Sirt,Sirt
R1011,1106243103556,,,,,,Sirt,Sirt
R1011,1102164387058,,,,,,Sodus Bay Sec,Sodus Bay Sec
R1011,1102164387233,,,,,,Sodus Bay Sec,Sodus Bay Sec
R1011,1102151788981,,,,,,Som Ml,Som Ml
R1011,1102748626607,,,,,,Som Ml,Som Ml
R1011,1102748626672,,,,,,Som Ml,Som Ml
R1011,1102748626705,,,,,,Som Ml,Som Ml
R1011,1102748626733,,,,,,Som Ml,Som Ml
R1011,1102749137440,,,,,,Som Ml,Som Ml
R1011,1102749137490,,,,,,Som Ml,Som Ml
R1011,1102749137499,,,,,,Som Ml,Som Ml
R1011,1102749137503,,,,,,Som Ml,Som Ml
R1011,1102749137509,,,,,,Som Ml,Som Ml
R1011,1102749137516,,,,,,Som Ml,Som Ml
R1011,1102652759669,,,,,,Som Ml,Som Ml
R1011,1102652759674,,,,,,Som Ml,Som Ml
R1011,1102652759678,,,,,,Som Ml,Som Ml
R1011,1102652759689,,,,,,Som Ml,Som Ml
R1011,1102652759692,,,,,,Som Ml,Som Ml
R1011,1102686216946,,,,,,Som Ml,Som Ml
R1011,1102686219358,,,,,,Som Ml,Som Ml
R1011,1102216817937,,,,,,Som Ml,Som Ml
R1011,1102216817939,,,,,,Som Ml,Som Ml
R1011,1102216817942,,,,,,Som Ml,Som Ml
R1011,1102216826459,,,,,,Som Ml,Som Ml
R1011,1102216826463,,,,,,Som Ml,Som Ml
R1011,1102216826465,,,,,,Som Ml,Som Ml
R1011,1102216826469,,,,,,Som Ml,Som Ml
R1011,1102216826470,,,,,,Som Ml,Som Ml
R1011,1102218662108,,,,,,Som Ml,Som Ml
R1011,1102302464582,,,,,,Som Ml,Som Ml
R1011,1102302464585,,,,,,Som Ml,Som Ml
R1011,1102302464586,,,,,,Som Ml,Som Ml
R1011,1102302464590,,,,,,Som Ml,Som Ml
R1011,1102302464592,,,,,,Som Ml,Som Ml
R1011,1102302464593,,,,,,Som Ml,Som Ml
R1011,1102302464594,,,,,,Som Ml,Som Ml
R1011,110471168565,,,,506,Rlwy,South Buffalo,South Buffalo Rlwy
R1011,110471168564,,,,506,Rlwy,South Buffalo,South Buffalo Rlwy
R1011,110471168567,,,,506,Rlwy,South Buffalo,South Buffalo Rlwy
R1011,110471168566,,,,506,Rlwy,South Buffalo,South Buffalo Rlwy
R1011,110471168577,,,,506,Rlwy,South Buffalo,South Buffalo Rlwy
R1011,110471168568,,,,506,Rlwy,South Buffalo,South Buffalo Rlwy
R1011,110471168572,,,,506,Rlwy,South Buffalo,South Buffalo Rlwy
R1011,110471168571,,,,506,Rlwy,South Buffalo,South Buffalo Rlwy
R1011,110471168570,,,,506,Rlwy,South Buffalo,South Buffalo Rlwy
R1011,110471168569,,,,506,Rlwy,South Buffalo,South Buffalo Rlwy
R1011,110471168576,,,,506,Rlwy,South Buffalo,South Buffalo Rlwy
R1011,110793839845,,,,,,Southern Tier,Southern Tier
R1011,110793839846,,,,,,Southern Tier,Southern Tier
R1011,110793839848,,,,,,Southern Tier,Southern Tier
R1011,110793839849,,,,,,Southern Tier,Southern Tier
R1011,110793839850,,,,,,Southern Tier,Southern Tier
R1011,110793839851,,,,,,Southern Tier,Southern Tier
R1011,110793839852,,,,,,Southern Tier,Southern Tier
R1011,110793839853,,,,,,Southern Tier,Southern Tier
R1011,110793839854,,,,,,Southern Tier,Southern Tier
R1011,110793839855,,,,,,Southern Tier,Southern Tier
R1011,110793839856,,,,,,Southern Tier,Southern Tier
R1011,110471404590,,,,,,Southern Tier,Southern Tier
R1011,110793839844,,,,,,Southern Tier,Southern Tier
R1011,110793839843,,,,,,Southern Tier,Southern Tier
R1011,110793839842,,,,,,Southern Tier,Southern Tier
R1011,110793839841,,,,,,Southern Tier,Southern Tier
R1011,110793839840,,,,,,Southern Tier,Southern Tier
R1011,110793839839,,,,,,Southern Tier,Southern Tier
R1011,110793839838,,,,,,Southern Tier,Southern Tier
R1011,110793839837,,,,,,Southern Tier,Southern Tier
R1011,110793839836,,,,,,Southern Tier,Southern Tier
R1011,1102228538629,,,,,,Southern Tier,Southern Tier
R1011,1102169876288,,,,,,Southern Tier,Southern Tier
R1011,110793839835,,,,,,Southern Tier,Southern Tier
R1011,1102173717770,,,,,,Southern Tier,Southern Tier
R1011,1102173717910,,,,,,Southern Tier,Southern Tier
R1011,1102173717944,,,,,,Southern Tier,Southern Tier
R1011,1102830897450,,,,,,Southern Tier,Southern Tier
R1011,1102710144787,,,,,,Southern Tier,Southern Tier
R1011,1102710146274,,,,,,Southern Tier,Southern Tier
R1011,1102710537347,,,,,,Southern Tier,Southern Tier
R1011,1102710537368,,,,,,Southern Tier,Southern Tier
R1011,1102710537372,,,,,,Southern Tier,Southern Tier
R1011,1102710537380,,,,,,Southern Tier,Southern Tier
R1011,1102710737659,,,,,,Southern Tier,Southern Tier
R1011,1102710858824,,,,,,Southern Tier,Southern Tier
R1011,1102725328682,,,,,,Southern Tier,Southern Tier
R1011,1102725333997,,,,,,Southern Tier,Southern Tier
R1011,1102725334730,,,,,,Southern Tier,Southern Tier
R1011,1102640413463,,,,,,Southern Tier,Southern Tier
R1011,1102640413650,,,,,,Southern Tier,Southern Tier
R1011,1102640413872,,,,,,Southern Tier,Southern Tier
R1011,1102640414523,,,,,,Southern Tier,Southern Tier
R1011,1103983194178,,,,,,Southern Tier,Southern Tier
R1011,110471129573,,,,505,RR,Southern Tier,Southern Tier RR
R1011,110784644956,,,,,,Syracuse Ml,Syracuse Ml
R1011,110784644957,,,,,,Syracuse Ml,Syracuse Ml
R1011,110784644958,,,,,,Syracuse Ml,Syracuse Ml
R1011,110784644960,,,,,,Syracuse Ml,Syracuse Ml
R1011,110784644961,,,,,,Syracuse Ml,Syracuse Ml
R1011,110793839926,,,,,,Syracuse Ml,Syracuse Ml
R1011,110793839933,,,,,,Syracuse Ml,Syracuse Ml
R1011,110793839928,,,,,,Syracuse Ml,Syracuse Ml
R1011,110793839929,,,,,,Syracuse Ml,Syracuse Ml
R1011,110793839930,,,,,,Syracuse Ml,Syracuse Ml
R1011,110793839931,,,,,,Syracuse Ml,Syracuse Ml
R1011,110793839932,,,,,,Syracuse Ml,Syracuse Ml
R1011,110793839927,,,,,,Syracuse Ml,Syracuse Ml
R1011,1107080856122,,,,505,RR,Tioga Scenic,Tioga Scenic RR
R1011,1102328940229,M,,,505,RR,Tioga Scenic,Tioga Scenic RR
R1011,110795663535,M,,,505,RR,Tioga Scenic,Tioga Scenic RR
R1011,110795663534,M,,,505,RR,Tioga Scenic,Tioga Scenic RR
R1011,110795663533,M,,,505,RR,Tioga Scenic,Tioga Scenic RR
R1011,110793657417,,,,,,Utica Ml,Utica Ml
R1011,110991016020,,,,,,Utica Ml,Utica Ml
R1011,110796146610,,,,,,Utica Ml,Utica Ml
R1011,110796146611,,,,,,Utica Ml,Utica Ml
R1011,110796146612,,,,,,Utica Ml,Utica Ml
R1011,110796146613,,,,,,Utica Ml,Utica Ml
R1011,110796146621,,,,,,Utica Ml,Utica Ml
R1011,110796146615,,,,,,Utica Ml,Utica Ml
R1011,110796146616,,,,,,Utica Ml,Utica Ml
R1011,110796146617,,,,,,Utica Ml,Utica Ml
R1011,110796146618,,,,,,Utica Ml,Utica Ml
R1011,110796146619,,,,,,Utica Ml,Utica Ml
R1011,110796146620,,,,,,Utica Ml,Utica Ml
R1011,110796146614,,,,,,Utica Ml,Utica Ml
R1011,110793840178,,,,,,Vestal It,Vestal It
R1011,110793840179,,,,,,Vestal It,Vestal It
R1011,110793840183,,,,,,Vestal It,Vestal It
R1011,110793840181,,,,,,Vestal It,Vestal It
R1011,110793840182,,,,,,Vestal It,Vestal It
R1011,110793840180,,,,,,Vestal It,Vestal It
R1011,110759661406,,,,672,Yard,Wassaic,Wassaic Yard
R1011,1102800598035,,,,,,Watkins Glen It,Watkins Glen It
R1011,1102800598522,,,,,,Watkins Glen It,Watkins Glen It
R1011,1102800597347,,,,,,Watkins Glen It,Watkins Glen It
R1011,1102800597468,,,,,,Watkins Glen It,Watkins Glen It
R1011,1102161146893,,,,,,Watkins Glen It,Watkins Glen It
R1011,1102161138345,,,,,,Watkins Glen It,Watkins Glen It
R1011,1102649238010,,,,,,Watkins Glen It,Watkins Glen It
R1011,1102649238002,,,,,,Watkins Glen It,Watkins Glen It
R1011,110789281261,,,,672,Yard,West Albany,West Albany Yard
R1011,110789281260,,,,672,Yard,West Albany,West Albany Yard
R1011,1102652869841,,,,,,Wurlitzer Rt,Wurlitzer Rt
R1011,1102652869840,,,,,,Wurlitzer Rt,Wurlitzer Rt
R1011,1102604105574,,,,,,Wurlitzer Rt,Wurlitzer Rt
R1011,1102647235243,,,,,,Wurlitzer Rt,Wurlitzer Rt
R1011,110471126160,M,,,505,RR,Wyn and Pa,Wyn and Pa RR
R1011,1106049362224,,,,,,,
R1011,1106049362236,,,,,,,
R1011,1106049789526,,,,,,,
R1011,1106049789528,,,,,,,
R1011,1106049789531,,,,,,,
R1011,1106049789536,,,,,,,
R1011,1106049789537,,,,,,,
R1011,1106049789539,,,,,,,
R1011,1106049789540,,,,,,,
R1011,1106049789541,,,,,,,
R1011,1106049789542,,,,,,,
R1011,1106049789543,,,,,,,
R1011,1106049789545,,,,,,,
R1011,1106049789547,,,,,,,
R1011,1106049789548,,,,,,,
R1011,1106049789549,,,,,,,
R1011,1106049789550,,,,,,,
R1011,1106049789551,,,,,,,
R1011,1106049789553,,,,,,,
R1011,1106049789568,,,,,,,
R1011,1106049789569,,,,,,,
R1011,1106049789570,,,,,,,
R1011,1106049789572,,,,,,,
R1011,1106049789573,,,,,,,
R1011,1108311671841,,,,,,,
R1011,1107080806493,,,,,,,
R1011,1107084255715,,,,,,,
R1011,1107088256538,,,,,,,
R1011,1107090080493,,,,,,,
R1011,1107090080592,,,,,,,
R1011,1107093972797,,,,,,,
R1011,1107079295275,,,,,,,
R1011,1107079608327,,,,,,,
R1011,1107079881578,,,,,,,
R1011,1107080362668,,,,,,,
R1011,1107080385507,,,,,,,
R1011,1107080676996,,,,,,,
R1011,1107080741279,,,,,,,
R1011,1107080741434,,,,,,,
R1011,1107080769264,,,,,,,
R1011,1107080769282,,,,,,,
R1011,1107080782369,,,,,,,
R1011,1107080789549,,,,,,,
R1011,11010886970556,,,,,,,
R1011,1109097727494,,,,,,,
R1011,1109098041670,,,,,,,
R1011,1109098041671,,,,,,,
R1011,1108475918013,,,,,,,
R1011,11015922090327,,,,,,,
R1011,11015922229349,,,,,,,
R1011,11015922199376,,,,,,,
R1011,11015922199377,,,,,,,
R1011,11015864785695,,,,,,,
R1011,11013873275657,,,,,,,
R1011,11013873275658,,,,,,,
R1011,11013873275659,,,,,,,
R1011,11013343866488,,,,,,,
R1011,11021366284410,,,,,,,
R1011,11031983000655,,,,,,,
R1011,1101042282769,,,,,,,
R1011,1101042282770,,,,,,,
R1011,1101042282771,,,,,,,
R1011,1101042282772,,,,,,,
R1011,1101042282774,,,,,,,
R1011,1101042282775,,,,,,,
R1011,1101042282777,,,,,,,
R1011,1101042282779,,,,,,,
R1011,1101042282780,,,,,,,
R1011,1101042282781,,,,,,,
R1011,1101042282783,,,,,,,
R1011,1101476263003,,,,,,,
R1011,1101476263004,,,,,,,
R1011,1101476263005,,,,,,,
R1011,1101476263006,,,,,,,
R1011,1101476263007,,,,,,,
R1011,1101476263008,,,,,,,
R1011,1101476263009,,,,,,,
R1011,1101476263010,,,,,,,
R1011,1101476263011,,,,,,,
R1011,1101476263012,,,,,,,
R1011,1101476263013,,,,,,,
R1011,1101476263014,,,,,,,
R1011,1101476263015,,,,,,,
R1011,1101476263016,,,,,,,
R1011,1101476263017,,,,,,,
R1011,1102219839598,,,,,,,
R1011,1102219839599,,,,,,,
R1011,1102381583691,,,,,,,
R1011,1102218686956,,,,,,,
R1011,1102283916483,,,,,,,
R1011,1102302503215,,,,,,,
R1011,1102302503217,,,,,,,
R1011,1101950728561,,,,,,,
R1011,1102151780639,,,,,,,
R1011,1102709836501,,,,,,,
R1011,1103780550009,,,,,,,
R1011,1103717181767,,,,,,,
R1011,1103712806794,,,,,,,
R1011,1105598385402,,,,,,,
R1011,1105089435922,,,,,,,
R1011,1105316581965,,,,,,,
R1011,1105589567848,,,,,,,
R1011,1105589572169,,,,,,,
R1011,1105589572172,,,,,,,
R1011,1104476796761,,,,,,,
R1011,1106049789575,,,,,,,
R1011,1106049789576,,,,,,,
R1011,1106049789577,,,,,,,
R1011,1106049789579,,,,,,,
R1011,1106049789581,,,,,,,
R1011,1106049789583,,,,,,,
R1011,1106049789585,,,,,,,
R1011,1106049789586,,,,,,,
R1011,1106049789587,,,,,,,
R1011,1106047910162,,,,,,,
R1011,1106047919720,,,,,,,
R1011,1106047919844,,,,,,,
R1011,1106048064714,,,,,,,
R1011,1106048064715,,,,,,,
R1011,1106048064716,,,,,,,
R1011,1106048064717,,,,,,,
R1011,1106048064718,,,,,,,
R1011,1106048064719,,,,,,,
R1011,110788651465,,,,,,,
R1011,110788651466,,,,,,,
R1011,110788651467,,,,,,,
R1011,110788651468,,,,,,,
R1011,110788651469,,,,,,,
R1011,110788651470,,,,,,,
R1011,110788651471,,,,,,,
R1011,110788651472,,,,,,,
R1011,110788651473,,,,,,,
R1011,110788651474,,,,,,,
R1011,110788651475,,,,,,,
R1011,110788651476,,,,,,,
R1011,110788651477,,,,,,,
R1011,110788651478,,,,,,,
R1011,110788651479,,,,,,,
R1011,110788651480,,,,,,,
R1011,110788651481,,,,,,,
R1011,110788651482,,,,,,,
R1011,110788651483,,,,,,,
R1011,110788651484,,,,,,,
R1011,110784645467,,,,,,,
R1011,110784645476,,,,,,,
R1011,110784645477,,,,,,,
R1011,110784645478,,,,,,,
R1011,110788651485,,,,,,,
R1011,110788651486,,,,,,,
R1011,110788651487,,,,,,,
R1011,110788651488,,,,,,,
R1011,110788651489,,,,,,,
R1011,110788651490,,,,,,,
R1011,110788651491,,,,,,,
R1011,110788651492,,,,,,,
R1011,110788651493,,,,,,,
R1011,110788651496,,,,,,,
R1011,110788651497,,,,,,,
R1011,110788651498,,,,,,,
R1011,110788651499,,,,,,,
R1011,110788651500,,,,,,,
R1011,110788651501,,,,,,,
R1011,110788651502,,,,,,,
R1011,110788651503,,,,,,,
R1011,110788651504,,,,,,,
R1011,110788651505,,,,,,,
R1011,110788651506,,,,,,,
R1011,110991020326,,,,,,,
R1011,110991020328,,,,,,,
R1011,110991020329,,,,,,,
R1011,110991020330,,,,,,,
R1011,110991020332,,,,,,,
R1011,110991020333,,,,,,,
R1011,110991020334,,,,,,,
R1011,110991020335,,,,,,,
R1011,110991020336,,,,,,,
R1011,110991020339,,,,,,,
R1011,110991020340,,,,,,,
R1011,110991020341,,,,,,,
R1011,110991020342,,,,,,,
R1011,110991020343,,,,,,,
R1011,110991020345,,,,,,,
R1011,110809223898,,,,,,,
R1011,110809223899,,,,,,,
R1011,1101042282677,,,,,,,
R1011,1101042282681,,,,,,,
R1011,1101042282768,,,,,,,
R1011,110788651403,,,,,,,
R1011,110788651404,,,,,,,
R1011,110788651405,,,,,,,
R1011,110788651407,,,,,,,
R1011,110788651408,,,,,,,
R1011,110788651409,,,,,,,
R1011,110788651410,,,,,,,
R1011,110788651413,,,,,,,
R1011,110788651414,,,,,,,
R1011,110788651415,,,,,,,
R1011,110788651416,,,,,,,
R1011,110788651417,,,,,,,
R1011,110788651419,,,,,,,
R1011,110788651420,,,,,,,
R1011,110788651425,,,,,,,
R1011,110793658377,,,,,,,
R1011,110793658378,,,,,,,
R1011,110793658379,,,,,,,
R1011,110793658380,,,,,,,
R1011,110793658381,,,,,,,
R1011,110788651427,,,,,,,
R1011,110788651428,,,,,,,
R1011,110788651429,,,,,,,
R1011,110788651430,,,,,,,
R1011,110788651431,,,,,,,
R1011,110788651432,,,,,,,
R1011,110788651433,,,,,,,
R1011,110788651434,,,,,,,
R1011,110788651435,,,,,,,
R1011,110788651436,,,,,,,
R1011,110788651437,,,,,,,
R1011,110788651438,,,,,,,
R1011,110788651439,,,,,,,
R1011,110788651440,,,,,,,
R1011,110788651442,,,,,,,
R1011,110788651443,,,,,,,
R1011,110788651444,,,,,,,
R1011,110788651445,,,,,,,
R1011,110788651446,,,,,,,
R1011,110788651447,,,,,,,
R1011,110788651448,,,,,,,
R1011,110788651449,,,,,,,
R1011,110788651450,,,,,,,
R1011,110788651451,,,,,,,
R1011,110788651452,,,,,,,
R1011,110788651453,,,,,,,
R1011,110788651454,,,,,,,
R1011,110788651455,,,,,,,
R1011,110788651456,,,,,,,
R1011,110788651457,,,,,,,
R1011,110788651458,,,,,,,
R1011,110789138402,,,,,,,
R1011,110789138403,,,,,,,
R1011,110789138411,,,,,,,
R1011,110789138414,,,,,,,
R1011,110789138416,,,,,,,
R1011,110789138418,,,,,,,
R1011,110784244067,,,,,,,
R1011,110788651459,,,,,,,
R1011,110788651460,,,,,,,
R1011,110788651461,,,,,,,
R1011,110788651462,,,,,,,
R1011,110788651463,,,,,,,
R1011,110788651464,,,,,,,
R1011,110785970793,,,,,,,
R1011,110785970794,,,,,,,
R1011,110785970795,,,,,,,
R1011,110785970796,,,,,,,
R1011,110785970798,,,,,,,
R1011,110785970799,,,,,,,
R1011,110785970800,,,,,,,
R1011,110785970801,,,,,,,
R1011,110785970803,,,,,,,
R1011,110785970805,,,,,,,
R1011,110785970806,,,,,,,
R1011,110785970807,,,,,,,
R1011,110785970808,,,,,,,
R1011,110785970809,,,,,,,
R1011,110785970810,,,,,,,
R1011,110785970812,,,,,,,
R1011,110785970813,,,,,,,
R1011,110785970814,,,,,,,
R1011,110785970815,,,,,,,
R1011,110785970816,,,,,,,
R1011,110785970817,,,,,,,
R1011,110785970818,,,,,,,
R1011,110785970819,,,,,,,
R1011,110785970820,,,,,,,
R1011,110785970821,,,,,,,
R1011,110785970822,,,,,,,
R1011,110785970825,,,,,,,
R1011,110785970826,,,,,,,
R1011,110785970828,,,,,,,
R1011,110786540102,,,,,,,
R1011,110789282136,,,,,,,
R1011,110789282137,,,,,,,
R1011,110789282138,,,,,,,
R1011,110789282139,,,,,,,
R1011,110789282144,,,,,,,
R1011,110789282145,,,,,,,
R1011,110789282146,,,,,,,
R1011,110789282147,,,,,,,
R1011,110789282148,,,,,,,
R1011,110789282150,,,,,,,
R1011,110789282151,,,,,,,
R1011,110789282152,,,,,,,
R1011,110789282153,,,,,,,
R1011,110789282154,,,,,,,
R1011,110789282157,,,,,,,
R1011,110789282158,,,,,,,
R1011,110789282159,,,,,,,
R1011,110789282160,,,,,,,
R1011,110788151693,,,,,,,
R1011,110783345630,,,,,,,
R1011,110783345631,,,,,,,
R1011,110783345643,,,,,,,
R1011,110783345644,,,,,,,
R1011,110783345646,,,,,,,
R1011,110782047566,,,,,,,
R1011,110782047568,,,,,,,
R1011,110782047569,,,,,,,
R1011,110782047571,,,,,,,
R1011,110783724281,,,,,,,
R1011,110783724282,,,,,,,
R1011,110783724283,,,,,,,
R1011,110788651400,,,,,,,
R1011,110788651401,,,,,,,
R1011,110788651402,,,,,,,
R1011,110788651509,,,,,,,
R1011,110788651510,,,,,,,
R1011,110788651511,,,,,,,
R1011,110788651512,,,,,,,
R1011,110788651513,,,,,,,
R1011,110788651515,,,,,,,
R1011,110788651516,,,,,,,
R1011,110788651517,,,,,,,
R1011,110788651518,,,,,,,
R1011,110788651519,,,,,,,
R1011,110788651520,,,,,,,
R1011,110788651521,,,,,,,
R1011,110788651522,,,,,,,
R1011,110788651523,,,,,,,
R1011,110782834160,,,,,,,
R1011,110782834161,,,,,,,
R1011,110785587417,,,,,,,
R1011,110785587418,,,,,,,
R1011,110785587419,,,,,,,
R1011,110785587420,,,,,,,
R1011,110785587421,,,,,,,
R1011,110785587422,,,,,,,
R1011,110785587423,,,,,,,
R1011,110785587424,,,,,,,
R1011,110789282125,,,,,,,
R1011,110789282126,,,,,,,
R1011,110789282127,,,,,,,
R1011,110789282128,,,,,,,
R1011,110789282132,,,,,,,
R1011,110789282134,,,,,,,
R1011,110789282135,,,,,,,
R1011,110785970762,,,,,,,
R1011,110785970764,,,,,,,
R1011,110785970766,,,,,,,
R1011,110785970767,,,,,,,
R1011,110785970768,,,,,,,
R1011,110785970769,,,,,,,
R1011,110785970770,,,,,,,
R1011,110785970771,,,,,,,
R1011,110785970772,,,,,,,
R1011,110785970773,,,,,,,
R1011,110785970774,,,,,,,
R1011,110785970775,,,,,,,
R1011,110785970776,,,,,,,
R1011,110785970777,,,,,,,
R1011,110785970778,,,,,,,
R1011,110785970779,,,,,,,
R1011,110785970780,,,,,,,
R1011,110788748108,,,,,,,
R1011,110788748109,,,,,,,
R1011,110788748110,,,,,,,
R1011,110788748111,,,,,,,
R1011,110788748113,,,,,,,
R1011,110785970781,,,,,,,
R1011,110785970782,,,,,,,
R1011,110785970783,,,,,,,
R1011,110785970784,,,,,,,
R1011,110785970785,,,,,,,
R1011,110785970786,,,,,,,
R1011,110785970787,,,,,,,
R1011,110785970788,,,,,,,
R1011,110785970790,,,,,,,
R1011,110785970791,,,,,,,
R1011,110785970792,,,,,,,
R1011,110742562815,,,,,,,
R1011,110742562816,,,,,,,
R1011,110742562817,,,,,,,
R1011,110742562818,,,,,,,
R1011,110742562820,,,,,,,
R1011,110742562822,,,,,,,
R1011,110742562823,,,,,,,
R1011,110742562827,,,,,,,
R1011,110742562828,,,,,,,
R1011,110742562829,,,,,,,
R1011,110742562830,,,,,,,
R1011,110742562831,,,,,,,
R1011,110742562832,,,,,,,
R1011,110742562835,,,,,,,
R1011,110742562838,,,,,,,
R1011,110742562841,,,,,,,
R1011,110742562844,,,,,,,
R1011,110742562845,,,,,,,
R1011,110742562846,,,,,,,
R1011,110742562847,,,,,,,
R1011,110742562848,,,,,,,
R1011,110742562849,,,,,,,
R1011,110742562850,,,,,,,
R1011,110742562851,,,,,,,
R1011,110742562853,,,,,,,
R1011,110742562857,,,,,,,
R1011,110742562861,,,,,,,
R1011,110742562863,,,,,,,
R1011,110793841256,,,,,,,
R1011,110793841257,,,,,,,
R1011,110793841260,,,,,,,
R1011,110793841261,,,,,,,
R1011,110793841262,,,,,,,
R1011,110793841264,,,,,,,
R1011,110793841265,,,,,,,
R1011,110793841266,,,,,,,
R1011,110795937667,,,,,,,
R1011,110795937668,,,,,,,
R1011,110795937669,,,,,,,
R1011,110795937670,,,,,,,
R1011,110795937671,,,,,,,
R1011,110795937672,,,,,,,
R1011,110795937673,,,,,,,
R1011,110795937674,,,,,,,
R1011,110795937675,,,,,,,
R1011,110795937676,,,,,,,
R1011,110795937677,,,,,,,
R1011,110794269168,,,,,,,
R1011,110794269169,,,,,,,
R1011,110794269170,,,,,,,
R1011,110794269171,,,,,,,
R1011,110794269173,,,,,,,
R1011,110794269174,,,,,,,
R1011,110794269175,,,,,,,
R1011,110794269179,,,,,,,
R1011,110795664533,,,,,,,
R1011,110795664536,,,,,,,
R1011,110795664538,,,,,,,
R1011,110795664539,,,,,,,
R1011,110795664543,,,,,,,
R1011,110795664546,,,,,,,
R1011,110795664547,,,,,,,
R1011,110795664548,,,,,,,
R1011,110788651507,,,,,,,
R1011,110773482499,,,,,,,
R1011,110773482503,,,,,,,
R1011,110773482507,,,,,,,
R1011,110773482516,,,,,,,
R1011,110763335998,,,,,,,
R1011,110763335999,,,,,,,
R1011,110763336000,,,,,,,
R1011,110763336001,,,,,,,
R1011,110763336002,,,,,,,
R1011,110763336004,,,,,,,
R1011,110763336005,,,,,,,
R1011,110763336006,,,,,,,
R1011,110763336007,,,,,,,
R1011,110763336008,,,,,,,
R1011,110763336009,,,,,,,
R1011,110763336010,,,,,,,
R1011,110763336011,,,,,,,
R1011,110763336015,,,,,,,
R1011,110763336017,,,,,,,
R1011,110763336019,,,,,,,
R1011,110763336020,,,,,,,
R1011,110763336021,,,,,,,
R1011,110763336024,,,,,,,
R1011,110763336025,,,,,,,
R1011,110763336026,,,,,,,
R1011,110763336027,,,,,,,
R1011,110763336028,,,,,,,
R1011,110763336029,,,,,,,
R1011,110763336030,,,,,,,
R1011,110763336031,,,,,,,
R1011,110763336033,,,,,,,
R1011,110763336034,,,,,,,
R1011,110763336043,,,,,,,
R1011,110763336046,,,,,,,
R1011,110763336047,,,,,,,
R1011,110763336051,,,,,,,
R1011,110763336052,,,,,,,
R1011,110763336053,,,,,,,
R1011,110763336054,,,,,,,
R1011,110763336055,,,,,,,
R1011,110763336056,,,,,,,
R1011,110763336057,,,,,,,
R1011,110761104781,,,,,,,
R1011,110761104783,,,,,,,
R1011,110763963006,,,,,,,
R1011,110759661674,,,,,,,
R1011,110759661675,,,,,,,
R1011,110759661676,,,,,,,
R1011,110759661677,,,,,,,
R1011,110759661678,,,,,,,
R1011,110759661679,,,,,,,
R1011,110759661680,,,,,,,
R1011,110759661681,,,,,,,
R1011,110759661682,,,,,,,
R1011,110759661683,,,,,,,
R1011,110759661684,,,,,,,
R1011,110759661685,,,,,,,
R1011,110759661686,,,,,,,
R1011,110759661687,,,,,,,
R1011,110759661688,,,,,,,
R1011,110759661689,,,,,,,
R1011,110742562807,,,,,,,
R1011,110742562808,,,,,,,
R1011,110742562814,,,,,,,
R1011,110496588886,,,,,,,
R1011,110496588893,,,,,,,
R1011,110697020389,,,,,,,
R1011,110697020390,,,,,,,
R1011,110697020391,,,,,,,
R1011,110702917712,,,,,,,
R1011,110702917714,,,,,,,
R1011,110702917715,,,,,,,
R1011,110702917717,,,,,,,
R1011,110702917718,,,,,,,
R1011,110702917719,,,,,,,
R1011,110702917722,,,,,,,
R1011,110702917723,,,,,,,
R1011,110702917724,,,,,,,
R1011,110702917726,,,,,,,
R1011,110702917727,,,,,,,
R1011,110702917728,,,,,,,
R1011,110695014749,,,,,,,
R1011,110695014750,,,,,,,
R1011,110695014762,,,,,,,
R1011,110695014763,,,,,,,
R1011,110695014764,,,,,,,
R1011,110695014766,,,,,,,
R1011,110695014767,,,,,,,
R1011,110695014768,,,,,,,
R1011,110695014769,,,,,,,
R1011,110695014770,,,,,,,
R1011,110695014771,,,,,,,
R1011,110695014772,,,,,,,
R1011,110695014773,,,,,,,
R1011,110695014774,,,,,,,
R1011,110695014775,,,,,,,
R1011,110695014776,,,,,,,
R1011,110695014777,,,,,,,
R1011,110695014778,,,,,,,
R1011,110695014779,,,,,,,
R1011,110695014780,,,,,,,
R1011,110695014781,,,,,,,
R1011,110695014783,,,,,,,
R1011,110695014784,,,,,,,
R1011,110695014785,,,,,,,
R1011,110695014786,,,,,,,
R1011,110695014787,,,,,,,
R1011,110695014788,,,,,,,
R1011,110695014789,,,,,,,
R1011,110695014790,,,,,,,
R1011,110695014791,,,,,,,
R1011,110695014792,,,,,,,
R1011,110695014793,,,,,,,
R1011,110763335982,,,,,,,
R1011,110763335983,,,,,,,
R1011,110763335984,,,,,,,
R1011,110763335986,,,,,,,
R1011,110763335987,,,,,,,
R1011,110763335988,,,,,,,
R1011,110763335989,,,,,,,
R1011,110763335990,,,,,,,
R1011,110763335991,,,,,,,
R1011,110763335992,,,,,,,
R1011,110763335993,,,,,,,
R1011,110763335994,,,,,,,
R1011,110763335995,,,,,,,
R1011,110763335996,,,,,,,
R1011,110773482487,,,,,,,
R1011,110471170978,,,,,,,
